t,x,x2
59.076,-20.366 ,17.718
59.092,-21.898 ,20.565
59.109,-23.071 ,23.227
59.126,-24.294 ,25.92
59.142,-25.283 ,28.407
59.159,-26.114 ,30.705
59.176,-26.844 ,32.94
59.192,-27.388 ,34.979
59.209,-27.839 ,36.802
59.226,-28.097 ,38.523
59.243,-28.194 ,39.97
59.259,-28.153 ,41.225
59.276,-27.894 ,42.263
59.293,-27.575 ,43.121
59.309,-27.102 ,43.716
59.326,-26.470 ,44.057
59.343,-25.724 ,44.112
59.359,-24.839 ,43.936
59.376,-23.782 ,43.511
59.393,-22.581 ,42.821
59.409,-21.214 ,41.89
59.426,-19.720 ,40.754
59.443,-18.134 ,39.419
59.459,-16.381 ,37.823
59.476,-14.572 ,36.062
59.493,-12.720 ,34.067
59.509,-10.776 ,31.923
59.526,-8.591 ,29.621
59.543,-6.512 ,27.218
59.56,-4.308 ,24.694
59.576,-2.242 ,22.14
59.593,0.018 ,19.417
59.61,2.255 ,16.634
59.626,4.425 ,13.769
59.643,6.605 ,10.848
59.66,8.714 ,7.819
59.676,10.860 ,4.842
59.693,12.914 ,1.921
59.71,14.967 ,-1.082
59.726,16.707 ,-4.054
59.743,18.504 ,-6.904
59.76,19.966 ,-9.749
59.776,21.497 ,-12.397
59.793,23.055 ,-14.928
59.81,23.958 ,-17.288
59.826,25.118 ,-19.566
59.843,26.246 ,-21.704
59.86,27.126 ,-23.719
59.876,27.859 ,-25.512
59.893,29.084 ,-27.262
59.91,29.517 ,-28.98
59.927,29.879 ,-30.441
59.943,29.992 ,-31.785
59.96,29.943 ,-32.945
59.977,29.986 ,-33.962
59.993,29.600 ,-34.736
60.01,29.159 ,-35.412
60.027,28.584 ,-35.807
60.043,27.766 ,-36.11
60.06,26.821 ,-36.172
60.077,25.681 ,-36.112
60.093,24.465 ,-35.774
60.11,23.050 ,-35.328
60.127,21.463 ,-34.673
60.143,19.858 ,-33.809
60.16,18.232 ,-32.815
60.177,16.319 ,-31.548
60.193,14.381 ,-30.205
60.21,12.457 ,-28.645
60.227,10.495 ,-26.971
60.244,8.201 ,-25.115
60.26,6.211 ,-23.12
60.277,3.880 ,-20.951
60.294,1.678 ,-18.715
60.31,-0.557 ,-16.372
60.327,-2.896 ,-14.017
60.344,-4.937 ,-11.584
60.36,-7.211 ,-9.095
60.377,-9.405 ,-6.632
60.394,-11.542 ,-4.169
60.41,-13.668 ,-1.752
60.427,-15.622 ,0.673
60.444,-17.446 ,3.061
60.46,-19.327 ,5.307
60.477,-20.856 ,7.618
60.494,-22.372 ,9.79
60.51,-23.793 ,12.019
60.527,-24.919 ,14.174
60.544,-25.873 ,16.185
60.561,-26.810 ,18.122
60.577,-27.481 ,19.918
60.594,-28.165 ,21.658
60.611,-28.670 ,23.263
60.627,-28.998 ,24.796
60.644,-29.203 ,26.125
60.661,-29.161 ,27.327
60.677,-28.980 ,28.43
60.694,-28.626 ,29.368
60.711,-28.121 ,30.181
60.727,-27.473 ,30.771
60.744,-26.653 ,31.234
60.761,-25.645 ,31.51
60.777,-24.577 ,31.617
60.794,-23.245 ,31.624
60.811,-21.829 ,31.415
60.827,-20.277 ,31.05
60.844,-18.582 ,30.529
60.861,-16.805 ,29.885
60.877,-15.059 ,29.033
60.894,-13.060 ,27.985
60.911,-10.996 ,26.846
60.928,-8.928 ,25.53
60.944,-6.765 ,24.091
60.961,-4.528 ,22.486
60.978,-2.249 ,20.788
60.994,0.065 ,19.028
61.011,2.301 ,17.192
61.028,4.559 ,15.144
61.044,6.816 ,13.07
61.061,9.076 ,10.885
61.078,11.198 ,8.73
61.094,13.169 ,6.517
61.111,15.104 ,4.207
61.128,16.873 ,1.933
61.144,18.632 ,-0.4
61.161,20.331 ,-2.73
61.178,21.866 ,-5.121
61.194,23.221 ,-7.513
61.211,24.323 ,-9.777
61.228,25.408 ,-12.042
61.245,26.324 ,-14.303
61.261,27.652 ,-16.431
61.278,28.400 ,-18.52
61.295,29.126 ,-20.549
61.311,29.481 ,-22.442
61.328,29.841 ,-24.248
61.345,29.969 ,-25.939
61.361,29.882 ,-27.455
61.378,29.589 ,-28.918
61.395,29.176 ,-30.229
61.411,28.557 ,-31.361
61.428,27.800 ,-32.363
61.445,26.856 ,-33.126
61.461,25.851 ,-33.786
61.478,24.738 ,-34.209
61.495,23.445 ,-34.515
61.511,22.129 ,-34.625
61.528,20.473 ,-34.561
61.545,18.738 ,-34.356
61.562,16.946 ,-33.914
61.578,14.800 ,-33.371
61.595,12.954 ,-32.584
61.612,10.916 ,-31.644
61.628,8.861 ,-30.489
61.645,6.718 ,-29.216
61.662,4.538 ,-27.777
61.678,2.304 ,-26.27
61.695,0.197 ,-24.581
61.712,-1.880 ,-22.781
61.728,-4.164 ,-20.938
61.745,-6.269 ,-18.992
61.762,-8.278 ,-16.937
61.778,-10.504 ,-14.803
61.795,-12.712 ,-12.591
61.812,-14.643 ,-10.358
61.828,-16.595 ,-8.062
61.845,-18.259 ,-5.764
61.862,-20.000 ,-3.523
61.878,-21.600 ,-1.182
61.895,-23.174 ,0.979
61.912,-24.456 ,3.186
61.929,-25.591 ,5.387
61.945,-26.683 ,7.566
61.962,-27.548 ,9.695
61.979,-28.285 ,11.852
61.995,-28.761 ,13.853
62.012,-29.097 ,15.804
62.029,-29.378 ,17.714
62.045,-29.454 ,19.593
62.062,-29.301 ,21.36
62.079,-29.035 ,23.045
62.095,-28.643 ,24.566
62.112,-28.061 ,25.977
62.129,-27.329 ,27.343
62.145,-26.439 ,28.441
62.162,-25.341 ,29.543
62.179,-24.119 ,30.396
62.195,-22.638 ,31.263
62.212,-21.117 ,31.826
62.229,-19.474 ,32.341
62.246,-17.588 ,32.671
62.262,-15.726 ,32.834
62.279,-13.787 ,32.878
62.296,-11.733 ,32.784
62.312,-9.491 ,32.545
62.329,-7.306 ,32.146
62.346,-5.005 ,31.555
62.362,-2.729 ,30.89
62.379,-0.404 ,30.106
62.396,1.871 ,29.104
62.412,4.204 ,27.981
62.429,6.503 ,26.687
62.446,8.759 ,25.243
62.462,11.056 ,23.633
62.479,13.122 ,21.904
62.496,15.048 ,20.053
62.512,16.863 ,18.13
62.529,18.612 ,16.064
62.546,20.094 ,13.814
62.563,21.695 ,11.57
62.579,22.865 ,9.189
62.596,24.018 ,6.824
62.613,25.102 ,4.371
62.629,26.295 ,1.947
62.646,27.145 ,-0.474
62.663,27.934 ,-2.931
62.679,28.569 ,-5.448
62.696,29.094 ,-7.928
62.713,29.453 ,-10.422
62.729,29.957 ,-12.91
62.746,29.699 ,-15.268
62.763,29.454 ,-17.55
62.779,29.040 ,-19.705
62.796,28.539 ,-21.834
62.813,27.794 ,-23.827
62.829,26.794 ,-25.759
62.846,25.809 ,-27.491
62.863,24.712 ,-29.076
62.879,23.585 ,-30.501
62.896,21.991 ,-31.829
62.913,20.427 ,-32.946
62.93,18.732 ,-33.942
62.946,16.783 ,-34.667
62.963,15.083 ,-35.271
62.98,12.897 ,-35.662
62.996,10.828 ,-35.809
63.013,8.851 ,-35.906
63.03,6.901 ,-35.803
63.046,4.619 ,-35.414
63.063,2.405 ,-34.952
63.08,0.422 ,-34.248
63.096,-1.779 ,-33.35
63.113,-4.034 ,-32.314
63.13,-6.172 ,-31.082
63.146,-8.337 ,-29.683
63.163,-10.618 ,-28.181
63.18,-12.560 ,-26.471
63.196,-14.629 ,-24.479
63.213,-16.563 ,-22.528
63.23,-18.424 ,-20.359
63.247,-20.126 ,-18.005
63.263,-21.669 ,-15.731
63.28,-23.157 ,-13.272
63.297,-24.411 ,-10.798
63.313,-25.568 ,-8.298
63.33,-26.656 ,-5.818
63.347,-27.421 ,-3.243
63.363,-28.106 ,-0.584
63.38,-28.701 ,1.903
63.397,-29.194 ,4.469
63.413,-29.438 ,6.941
63.43,-29.449 ,9.415
63.447,-29.399 ,11.831
63.463,-29.097 ,14.1
63.48,-28.782 ,16.373
63.497,-28.221 ,18.58
63.513,-27.485 ,20.57
63.53,-26.661 ,22.471
63.547,-25.560 ,24.33
63.564,-24.365 ,25.991
63.58,-23.005 ,27.586
63.597,-21.473 ,29.022
63.614,-19.861 ,30.37
63.63,-18.181 ,31.492
63.647,-16.231 ,32.588
63.664,-14.316 ,33.59
63.68,-12.265 ,34.379
63.697,-10.188 ,35.082
63.714,-8.034 ,35.55
63.73,-5.798 ,35.968
63.747,-3.568 ,36.121
63.764,-1.343 ,36.151
63.78,0.909 ,35.974
63.797,3.174 ,35.654
63.814,5.406 ,35.275
63.83,7.581 ,34.596
63.847,9.816 ,33.824
63.864,11.930 ,32.786
63.88,13.935 ,31.593
63.897,15.819 ,30.31
63.914,17.643 ,28.842
63.931,19.225 ,27.154
63.947,20.902 ,25.441
63.964,21.955 ,23.618
63.981,23.236 ,21.634
63.997,24.320 ,19.734
64.014,25.505 ,17.752
64.031,26.351 ,15.638
64.047,27.128 ,13.605
64.064,27.743 ,11.411
64.081,28.272 ,9.261
64.097,28.891 ,7.124
64.114,29.464 ,4.942
64.131,29.385 ,2.894
64.147,29.573 ,1.015
64.164,29.468 ,-0.96
64.181,29.052 ,-2.765
64.197,28.714 ,-4.659
64.214,27.844 ,-6.432
64.231,27.099 ,-8.12
64.248,26.088 ,-9.651
64.264,24.986 ,-11.285
64.281,23.727 ,-12.763
64.298,22.319 ,-14.212
64.314,20.856 ,-15.605
64.331,19.202 ,-16.999
64.348,17.469 ,-18.344
64.364,15.824 ,-19.658
64.381,13.871 ,-21.048
64.398,11.914 ,-22.341
64.414,9.979 ,-23.494
64.431,7.364 ,-24.567
64.448,5.743 ,-25.572
64.464,3.543 ,-26.343
64.481,1.158 ,-27.025
64.498,-0.679 ,-27.603
64.514,-3.108 ,-28.037
64.531,-5.294 ,-28.261
64.548,-7.315 ,-28.37
64.565,-9.406 ,-28.269
64.581,-11.709 ,-28.014
64.598,-13.602 ,-27.68
64.615,-15.720 ,-27.221
64.631,-17.352 ,-26.594
64.648,-19.147 ,-25.817
64.665,-20.732 ,-24.976
64.681,-21.962 ,-23.978
64.698,-23.415 ,-22.886
64.715,-24.672 ,-21.645
64.731,-25.759 ,-20.24
64.748,-26.672 ,-18.841
64.765,-27.425 ,-17.23
64.781,-28.149 ,-15.556
64.798,-28.619 ,-13.678
64.815,-28.977 ,-11.69
64.831,-29.122 ,-9.735
64.848,-29.055 ,-7.805
64.865,-28.913 ,-5.821
64.881,-28.582 ,-3.836
64.898,-28.150 ,-1.868
64.915,-27.495 ,0.038
64.932,-26.716 ,2.015
64.948,-25.832 ,3.929
64.965,-24.737 ,5.864
64.982,-23.544 ,7.869
64.998,-22.181 ,9.725
65.015,-20.674 ,11.601
65.032,-19.056 ,13.417
65.048,-17.334 ,15.29
65.065,-15.436 ,17.079
65.082,-13.557 ,18.712
65.098,-11.488 ,20.299
65.115,-9.397 ,21.772
65.132,-7.255 ,23.265
65.148,-5.050 ,24.573
65.165,-2.818 ,25.666
65.182,-0.599 ,26.716
65.198,1.658 ,27.715
65.215,3.864 ,28.452
65.232,6.115 ,29.176
65.249,8.367 ,29.672
65.265,10.431 ,30.117
65.282,12.428 ,30.44
65.299,14.498 ,30.704
65.315,16.064 ,30.765
65.332,17.722 ,30.748
65.349,19.367 ,30.5
65.365,20.820 ,30.224
65.382,22.194 ,29.76
65.399,23.279 ,29.179
65.415,24.598 ,28.45
65.432,25.615 ,27.55
65.449,26.551 ,26.539
65.465,27.218 ,25.404
65.482,27.873 ,24.033
65.499,28.331 ,22.612
65.515,28.659 ,21.169
65.532,28.986 ,19.529
65.549,28.866 ,17.874
65.566,28.780 ,16.117
65.582,28.634 ,14.15
65.599,28.081 ,12.356
65.616,27.423 ,10.495
65.632,26.678 ,8.689
65.649,25.545 ,6.813
65.666,24.385 ,4.864
65.682,23.165 ,2.975
65.699,21.797 ,1.098
65.716,20.231 ,-0.818
65.732,18.572 ,-2.739
65.749,16.774 ,-4.629
65.766,14.999 ,-6.568
65.782,13.110 ,-8.439
65.799,11.161 ,-10.367
65.816,9.169 ,-12.208
65.832,7.036 ,-14.027
65.849,4.997 ,-15.785
65.866,2.803 ,-17.398
65.882,0.675 ,-18.905
65.899,-1.553 ,-20.3
65.916,-3.706 ,-21.52
65.933,-5.538 ,-22.648
65.949,-7.689 ,-23.677
65.966,-9.837 ,-24.638
65.983,-11.945 ,-25.453
65.999,-14.039 ,-26.156
66.016,-15.637 ,-26.746
66.033,-17.362 ,-27.214
66.049,-19.127 ,-27.582
66.066,-20.443 ,-27.86
66.083,-21.920 ,-27.899
66.099,-23.259 ,-27.882
66.116,-24.517 ,-27.613
66.133,-25.478 ,-27.215
66.149,-26.317 ,-26.82
66.166,-26.935 ,-26.146
66.183,-27.421 ,-25.407
66.199,-27.812 ,-24.525
66.216,-28.089 ,-23.544
66.233,-28.163 ,-22.398
66.25,-28.152 ,-21.195
66.266,-27.974 ,-19.792
66.283,-27.624 ,-18.425
66.3,-27.145 ,-16.965
66.316,-26.503 ,-15.405
66.333,-25.690 ,-13.716
66.35,-24.746 ,-11.953
66.366,-23.586 ,-10.151
66.383,-22.284 ,-8.361
66.4,-20.872 ,-6.537
66.416,-19.338 ,-4.684
66.433,-17.723 ,-2.827
66.45,-16.006 ,-0.957
66.466,-14.181 ,0.91
66.483,-12.360 ,2.899
66.5,-10.395 ,4.78
66.516,-8.299 ,6.793
66.533,-6.211 ,8.666
66.55,-4.103 ,10.612
66.567,-1.945 ,12.466
66.583,0.265 ,14.269
66.6,2.514 ,16.005
66.617,4.667 ,17.596
66.633,6.889 ,19.1
66.65,9.072 ,20.567
66.667,11.154 ,21.875
66.683,13.146 ,23.008
66.7,15.034 ,24.038
66.717,16.792 ,25.032
66.733,18.446 ,25.827
66.75,19.893 ,26.547
66.767,20.923 ,27.203
66.783,22.619 ,27.639
66.8,23.562 ,27.954
66.817,24.714 ,28.251
66.833,25.526 ,28.277
66.85,26.286 ,28.229
66.867,27.061 ,27.96
66.883,27.493 ,27.644
66.9,27.906 ,27.224
66.917,28.158 ,26.582
66.934,28.264 ,25.824
66.95,28.212 ,25.031
66.967,27.902 ,23.997
66.984,27.501 ,22.88
67,27.061 ,21.557
67.017,26.276 ,20.153
67.034,25.472 ,18.719
67.05,24.392 ,17.256
67.067,23.215 ,15.739
67.084,22.009 ,13.999
67.1,20.543 ,12.276
67.117,18.969 ,10.474
67.134,17.365 ,8.681
67.15,15.496 ,6.805
67.167,13.885 ,4.84
67.184,11.886 ,2.983
67.2,9.937 ,1.058
67.217,7.875 ,-0.8
67.234,5.991 ,-2.714
67.251,3.902 ,-4.579
67.267,1.505 ,-6.439
67.284,-0.614 ,-8.289
67.301,-2.750 ,-10.057
67.317,-4.990 ,-11.847
67.334,-6.971 ,-13.602
67.351,-9.116 ,-15.198
67.367,-11.119 ,-16.818
67.384,-13.134 ,-18.295
67.401,-15.066 ,-19.706
67.417,-16.711 ,-21.079
67.434,-18.488 ,-22.304
67.451,-20.081 ,-23.379
67.467,-21.656 ,-24.359
67.484,-23.127 ,-25.158
67.501,-24.378 ,-25.893
67.517,-25.413 ,-26.443
67.534,-26.561 ,-26.87
67.551,-27.455 ,-27.172
67.568,-28.179 ,-27.311
67.584,-28.753 ,-27.345
67.601,-29.138 ,-27.227
67.618,-29.396 ,-26.922
67.634,-29.472 ,-26.538
67.651,-29.419 ,-25.856
67.668,-29.137 ,-25.098
67.684,-28.775 ,-24.312
67.701,-28.205 ,-23.303
67.718,-27.427 ,-22.203
67.734,-26.500 ,-21.019
67.751,-25.456 ,-19.74
67.768,-24.228 ,-18.386
67.784,-22.934 ,-16.921
67.801,-21.413 ,-15.411
67.818,-19.840 ,-13.683
67.834,-18.130 ,-12.018
67.851,-16.282 ,-10.401
67.868,-14.375 ,-8.693
67.884,-12.483 ,-6.94
67.901,-10.498 ,-5.162
67.918,-8.517 ,-3.373
67.935,-6.283 ,-1.587
67.951,-4.034 ,0.175
67.968,-1.834 ,1.961
67.985,0.395 ,3.733
68.001,2.661 ,5.473
68.018,4.741 ,7.118
68.035,6.926 ,8.734
68.051,9.004 ,10.242
68.068,11.032 ,11.834
68.085,13.129 ,13.278
68.101,14.960 ,14.702
68.118,16.628 ,15.934
68.135,18.151 ,17.053
68.151,19.672 ,18.185
68.168,20.994 ,19.101
68.185,22.447 ,20.034
68.201,23.672 ,20.781
68.218,24.709 ,21.467
68.235,25.755 ,21.968
68.252,26.522 ,22.483
68.268,27.291 ,22.794
68.285,27.821 ,23.085
68.302,28.232 ,23.137
68.318,28.414 ,23.138
68.335,28.641 ,23.015
68.352,28.465 ,22.756
68.368,28.240 ,22.394
68.385,27.835 ,22.01
68.402,27.280 ,21.403
68.418,26.509 ,20.785
68.435,25.585 ,20.028
68.452,24.536 ,19.226
68.468,23.348 ,18.32
68.485,22.045 ,17.289
68.502,20.593 ,16.245
68.518,19.043 ,15.158
68.535,17.529 ,14.048
68.552,15.596 ,12.898
68.569,13.699 ,11.629
68.585,11.747 ,10.374
68.602,9.736 ,9.001
68.619,7.798 ,7.617
68.635,5.842 ,6.17
68.652,3.644 ,4.666
68.669,1.547 ,3.153
68.685,-0.627 ,1.598
68.702,-2.676 ,0.066
68.719,-4.714 ,-1.43
68.735,-6.865 ,-3.005
68.752,-9.149 ,-4.616
68.769,-11.084 ,-6.125
68.785,-12.984 ,-7.683
68.802,-14.863 ,-9.214
68.819,-16.631 ,-10.701
68.835,-18.212 ,-12.094
68.852,-19.764 ,-13.503
68.869,-21.219 ,-14.867
68.885,-22.710 ,-16.088
68.902,-23.938 ,-17.34
68.919,-25.089 ,-18.373
68.936,-26.081 ,-19.297
68.952,-26.826 ,-20.05
68.969,-27.560 ,-20.743
68.986,-28.215 ,-21.339
69.002,-28.563 ,-21.627
69.019,-28.831 ,-21.917
69.036,-28.853 ,-22.043
69.052,-28.733 ,-22.075
69.069,-28.510 ,-22.047
69.086,-28.205 ,-21.841
69.102,-27.621 ,-21.461
69.119,-26.814 ,-21.039
69.136,-25.900 ,-20.292
69.152,-24.877 ,-19.554
69.169,-23.711 ,-18.683
69.186,-22.381 ,-17.721
69.202,-20.839 ,-16.7
69.219,-19.221 ,-15.626
69.236,-17.559 ,-14.474
69.253,-15.770 ,-13.19
69.269,-13.971 ,-11.91
69.286,-12.058 ,-10.513
69.303,-10.150 ,-9.07
69.319,-7.988 ,-7.678
69.336,-5.866 ,-6.237
69.353,-3.622 ,-4.777
69.369,-1.383 ,-3.315
69.386,0.860 ,-1.845
69.403,3.046 ,-0.355
69.419,5.192 ,1.114
69.436,7.456 ,2.489
69.453,9.572 ,3.929
69.469,11.681 ,5.327
69.486,13.694 ,6.65
69.503,15.469 ,7.786
69.519,17.080 ,8.845
69.536,18.715 ,9.861
69.553,20.211 ,10.727
69.57,21.630 ,11.571
69.586,22.845 ,12.352
69.603,24.004 ,12.979
69.62,25.172 ,13.549
69.636,26.059 ,13.976
69.653,26.890 ,14.389
69.67,27.510 ,14.718
69.686,28.096 ,14.912
69.703,28.460 ,15.055
69.72,28.662 ,15.065
69.736,28.724 ,14.87
69.753,28.674 ,14.651
69.77,28.427 ,14.34
69.786,28.047 ,13.972
69.803,27.492 ,13.437
69.82,26.811 ,12.924
69.836,25.947 ,12.298
69.853,24.953 ,11.659
69.87,23.768 ,10.999
69.886,22.522 ,10.352
69.903,21.067 ,9.581
69.92,19.492 ,8.86
69.937,17.915 ,8.012
69.953,16.074 ,7.193
69.97,14.299 ,6.3
69.987,12.374 ,5.352
70.003,10.419 ,4.407
70.02,8.319 ,3.417
70.037,6.319 ,2.543
70.053,4.279 ,1.501
70.07,2.345 ,0.482
70.087,-0.418 ,-0.419
70.103,-2.631 ,-1.36
70.12,-4.795 ,-2.178
70.137,-6.942 ,-3.122
70.153,-9.025 ,-3.873
70.17,-11.124 ,-4.618
70.187,-13.187 ,-5.318
70.203,-15.170 ,-6.033
70.22,-17.032 ,-6.693
70.237,-18.805 ,-7.344
70.254,-20.450 ,-7.83
70.27,-21.965 ,-8.527
70.287,-23.483 ,-9.114
70.304,-24.740 ,-9.591
70.32,-25.895 ,-10.043
70.337,-26.989 ,-10.494
70.354,-27.805 ,-10.871
70.37,-28.562 ,-11.199
70.387,-29.164 ,-11.559
70.404,-29.596 ,-11.817
70.42,-29.892 ,-12.049
70.437,-30.103 ,-12.263
70.454,-30.138 ,-12.337
70.47,-30.000 ,-12.406
70.487,-29.715 ,-12.545
70.504,-29.280 ,-12.482
70.52,-28.664 ,-12.429
70.537,-27.844 ,-12.381
70.554,-26.835 ,-12.185
70.571,-25.727 ,-12.011
70.587,-24.483 ,-11.712
70.604,-23.039 ,-11.417
70.621,-21.437 ,-11.025
70.637,-19.803 ,-10.654
70.654,-17.953 ,-10.25
70.671,-16.032 ,-9.752
70.687,-14.048 ,-9.274
70.704,-12.109 ,-8.67
70.721,-10.065 ,-8.166
70.737,-7.860 ,-7.524
70.754,-5.687 ,-6.804
70.771,-3.554 ,-6.078
70.787,-1.368 ,-5.366
70.804,0.873 ,-4.646
70.821,3.053 ,-3.924
70.837,5.221 ,-3.214
70.854,7.231 ,-2.48
70.871,9.231 ,-1.723
70.887,11.279 ,-0.982
70.904,13.329 ,-0.305
70.921,15.072 ,0.349
70.938,16.655 ,1.024
70.954,18.268 ,1.584
70.971,19.744 ,2.134
70.988,21.066 ,2.57
71.004,22.306 ,2.961
71.021,23.432 ,3.427
71.038,24.451 ,3.709
71.054,25.351 ,4.019
71.071,26.071 ,4.312
71.088,26.684 ,4.464
71.104,27.179 ,4.606
71.121,27.544 ,4.661
71.138,27.706 ,4.673
71.154,27.831 ,4.644
71.171,27.653 ,4.63
71.188,27.507 ,4.474
71.204,27.059 ,4.29
71.221,26.482 ,4.086
71.238,25.712 ,3.863
71.255,24.892 ,3.557
71.271,23.829 ,3.213
71.288,22.638 ,2.84
71.305,21.441 ,2.37
71.321,20.100 ,1.824
71.338,18.569 ,1.338
71.355,17.052 ,0.704
71.371,15.427 ,0.16
71.388,13.690 ,-0.489
71.405,11.844 ,-1.112
71.421,9.987 ,-1.771
71.438,7.999 ,-2.407
71.455,6.057 ,-2.996
71.471,4.080 ,-3.683
71.488,1.914 ,-4.346
71.505,-0.111 ,-4.972
71.521,-2.292 ,-5.524
71.538,-4.310 ,-6.184
71.555,-6.345 ,-6.817
71.572,-8.243 ,-7.412
71.588,-10.185 ,-8.105
71.605,-12.224 ,-8.687
71.622,-14.050 ,-9.334
71.638,-15.858 ,-9.848
71.655,-17.688 ,-10.409
71.672,-19.255 ,-10.895
71.688,-20.819 ,-11.339
71.705,-22.302 ,-11.823
71.722,-23.584 ,-12.191
71.738,-24.724 ,-12.559
71.755,-25.811 ,-12.732
71.772,-26.654 ,-12.952
71.788,-27.379 ,-13.039
71.805,-27.923 ,-13.139
71.822,-28.455 ,-13.178
71.838,-28.683 ,-13.134
71.855,-28.799 ,-13.01
71.872,-28.776 ,-12.821
71.888,-28.586 ,-12.561
71.905,-28.273 ,-12.299
71.922,-27.750 ,-11.971
71.939,-27.010 ,-11.56
71.955,-26.189 ,-11.171
71.972,-25.144 ,-10.752
71.989,-23.953 ,-10.144
72.005,-22.677 ,-9.685
72.022,-21.217 ,-9.114
72.039,-19.614 ,-8.637
72.055,-17.825 ,-8.061
72.072,-16.146 ,-7.56
72.089,-14.218 ,-6.918
72.105,-12.271 ,-6.292
72.122,-10.335 ,-5.828
72.139,-8.310 ,-5.181
72.155,-6.198 ,-4.718
72.172,-3.984 ,-4.078
72.189,-1.811 ,-3.388
72.205,0.439 ,-2.717
72.222,2.538 ,-2.26
72.239,4.819 ,-1.582
72.256,6.956 ,-0.945
72.272,9.077 ,-0.489
72.289,11.215 ,0.102
72.306,13.223 ,0.525
72.322,15.066 ,0.923
72.339,16.734 ,1.283
72.356,18.484 ,1.66
72.372,19.994 ,1.991
72.389,21.365 ,2.332
72.406,22.763 ,2.668
72.422,23.929 ,2.968
72.439,24.942 ,3.054
72.456,25.888 ,3.072
72.472,26.802 ,3.06
72.489,27.507 ,3.022
72.506,27.816 ,2.843
72.522,28.226 ,2.599
72.539,28.482 ,2.314
72.556,28.437 ,1.971
72.573,28.368 ,1.591
72.589,28.076 ,1.241
72.606,27.565 ,0.85
72.623,27.049 ,0.268
72.639,26.132 ,-0.166
72.656,25.226 ,-0.604
72.673,24.134 ,-1.164
72.689,22.952 ,-1.594
72.706,21.705 ,-1.981
72.723,20.084 ,-2.538
72.739,18.495 ,-2.88
72.756,16.720 ,-3.354
72.773,14.892 ,-3.8
72.789,12.891 ,-4.236
72.806,10.976 ,-4.659
72.823,8.896 ,-5.019
72.839,6.945 ,-5.424
72.856,4.763 ,-5.809
72.873,2.471 ,-6.192
72.889,0.354 ,-6.543
72.906,-1.965 ,-6.946
72.923,-4.226 ,-7.335
72.94,-6.467 ,-7.736
72.956,-8.561 ,-8.153
72.973,-10.728 ,-8.575
72.99,-12.714 ,-8.907
73.006,-14.665 ,-9.255
73.023,-16.524 ,-9.592
73.04,-18.414 ,-9.929
73.056,-20.381 ,-10.234
73.073,-21.916 ,-10.408
73.09,-23.335 ,-10.73
73.106,-24.855 ,-10.988
73.123,-26.141 ,-11.288
73.14,-27.178 ,-11.428
73.156,-28.298 ,-11.616
73.173,-29.085 ,-11.729
73.19,-29.741 ,-11.799
73.206,-30.282 ,-11.77
73.223,-30.590 ,-11.741
73.24,-30.668 ,-11.707
73.257,-30.669 ,-11.453
73.273,-30.460 ,-11.354
73.29,-30.149 ,-11.072
73.307,-29.597 ,-10.865
73.323,-28.914 ,-10.606
73.34,-28.077 ,-10.24
73.357,-27.016 ,-9.935
73.373,-25.861 ,-9.598
73.39,-24.498 ,-9.204
73.407,-22.998 ,-8.741
73.423,-21.384 ,-8.208
73.44,-19.620 ,-7.763
73.457,-17.738 ,-7.2
73.473,-15.760 ,-6.644
73.49,-13.780 ,-6.003
73.507,-11.684 ,-5.36
73.523,-9.606 ,-4.634
73.54,-7.414 ,-4.009
73.557,-5.104 ,-3.42
73.574,-2.762 ,-2.71
73.59,-0.480 ,-2.094
73.607,1.884 ,-1.581
73.624,4.172 ,-1.064
73.64,6.481 ,-0.531
73.657,8.787 ,-0.051
73.674,10.997 ,0.386
73.69,13.116 ,0.79
73.707,15.006 ,1.098
73.724,17.006 ,1.437
73.74,18.884 ,1.771
73.757,20.477 ,2.111
73.774,21.977 ,2.332
73.79,23.339 ,2.51
73.807,24.752 ,2.664
73.824,25.859 ,2.811
73.84,26.944 ,2.868
73.857,27.767 ,2.833
73.874,28.550 ,2.662
73.89,28.964 ,2.46
73.907,29.376 ,2.182
73.924,29.548 ,1.881
73.941,29.624 ,1.612
73.957,29.633 ,1.231
73.974,29.312 ,0.865
73.991,28.962 ,0.489
74.007,28.404 ,0.024
74.024,27.564 ,-0.495
74.041,26.726 ,-0.96
74.057,25.588 ,-1.568
74.074,24.381 ,-2.129
74.091,22.955 ,-2.713
74.107,21.444 ,-3.386
74.124,19.799 ,-4.017
74.141,17.823 ,-4.667
74.157,16.004 ,-5.286
74.174,14.222 ,-5.955
74.191,12.197 ,-6.541
74.207,10.478 ,-7.192
74.224,8.545 ,-7.795
74.241,6.362 ,-8.422
74.258,4.363 ,-9.027
74.274,2.013 ,-9.686
74.291,-0.494 ,-10.259
74.308,-2.606 ,-10.885
74.324,-4.798 ,-11.459
74.341,-6.851 ,-11.865
74.358,-9.012 ,-12.264
74.374,-11.219 ,-12.635
74.391,-13.003 ,-12.951
74.408,-14.994 ,-13.239
74.424,-16.967 ,-13.348
74.441,-18.890 ,-13.402
74.458,-20.645 ,-13.371
74.474,-22.020 ,-13.395
74.491,-23.575 ,-13.337
74.508,-24.772 ,-13.259
74.524,-25.894 ,-12.998
74.541,-26.970 ,-12.772
74.558,-27.829 ,-12.547
74.575,-28.613 ,-12.218
