t,x,x2
28.262,-23.594 ,-7.969
28.278,-24.761 ,-6.458
28.295,-25.846 ,-4.969
28.312,-26.752 ,-3.403
28.328,-27.615 ,-1.979
28.345,-28.138 ,-0.523
28.362,-28.558 ,0.927
28.378,-28.868 ,2.327
28.395,-28.981 ,3.719
28.412,-28.932 ,5.139
28.428,-28.696 ,6.533
28.445,-28.409 ,7.797
28.462,-27.985 ,9.062
28.478,-27.337 ,10.157
28.495,-26.552 ,11.26
28.512,-25.591 ,12.24
28.529,-24.564 ,13.157
28.545,-23.409 ,14.092
28.562,-21.949 ,14.821
28.579,-20.439 ,15.5
28.595,-18.843 ,16.057
28.612,-17.035 ,16.438
28.629,-15.238 ,16.71
28.645,-13.268 ,16.879
28.662,-11.268 ,16.957
28.679,-9.187 ,16.872
28.695,-7.127 ,16.739
28.712,-4.847 ,16.476
28.729,-2.671 ,16.119
28.745,-0.449 ,15.588
28.762,1.816 ,15.034
28.779,4.011 ,14.349
28.795,6.314 ,13.602
28.812,8.429 ,12.774
28.829,10.616 ,11.865
28.845,12.813 ,10.909
28.862,14.784 ,9.822
28.879,16.663 ,8.674
28.896,18.324 ,7.444
28.912,19.939 ,6.082
28.929,21.480 ,4.716
28.946,22.844 ,3.327
28.962,24.049 ,1.88
28.979,25.294 ,0.397
28.996,26.318 ,-1.109
29.012,27.257 ,-2.636
29.029,27.992 ,-4.181
29.046,29.504 ,-5.751
29.062,30.179 ,-7.231
29.079,30.367 ,-8.845
29.096,30.532 ,-10.288
29.112,30.580 ,-11.745
29.129,30.403 ,-13.177
29.146,30.098 ,-14.541
29.162,29.713 ,-15.805
29.179,29.052 ,-17.038
29.196,28.180 ,-18.156
29.213,27.313 ,-19.214
29.229,26.133 ,-20.242
29.246,24.808 ,-21.096
29.263,23.371 ,-21.894
29.279,21.882 ,-22.569
29.296,20.286 ,-23.109
29.313,18.339 ,-23.565
29.329,16.451 ,-23.947
29.346,14.720 ,-24.179
29.363,12.596 ,-24.308
29.379,10.501 ,-24.318
29.396,8.341 ,-24.297
29.413,6.386 ,-24.047
29.429,3.994 ,-23.738
29.446,1.839 ,-23.5
29.463,-0.365 ,-23.075
29.479,-2.418 ,-22.601
29.496,-4.713 ,-22.041
29.513,-6.677 ,-21.309
29.53,-8.750 ,-20.538
29.546,-10.818 ,-19.793
29.563,-12.694 ,-18.862
29.58,-14.590 ,-17.89
29.596,-16.403 ,-16.845
29.613,-18.003 ,-15.696
29.63,-19.513 ,-14.517
29.646,-20.738 ,-13.27
29.663,-22.216 ,-11.949
29.68,-23.320 ,-10.604
29.696,-24.381 ,-9.26
29.713,-25.162 ,-7.83
29.73,-25.904 ,-6.411
29.746,-26.500 ,-4.94
29.763,-26.942 ,-3.453
29.78,-27.215 ,-2.081
29.796,-27.429 ,-0.667
29.813,-27.456 ,0.719
29.83,-27.323 ,2.031
29.846,-27.061 ,3.273
29.863,-26.618 ,4.558
29.88,-25.934 ,5.728
29.897,-25.153 ,6.925
29.913,-24.214 ,8.039
29.93,-23.109 ,9.015
29.947,-21.809 ,10.017
29.963,-20.445 ,10.819
29.98,-18.959 ,11.56
29.997,-17.326 ,12.181
30.013,-15.595 ,12.665
30.03,-13.757 ,13.032
30.047,-11.865 ,13.387
30.063,-9.814 ,13.61
30.08,-7.719 ,13.662
30.097,-5.632 ,13.635
30.113,-3.530 ,13.492
30.13,-1.418 ,13.267
30.147,0.747 ,12.98
30.163,2.935 ,12.593
30.18,5.095 ,12.025
30.197,7.219 ,11.527
30.214,9.360 ,10.939
30.23,11.477 ,10.275
30.247,13.464 ,9.593
30.264,15.280 ,8.752
30.28,17.110 ,7.832
30.297,18.721 ,6.879
30.314,20.219 ,5.85
30.33,21.639 ,4.754
30.347,23.038 ,3.686
30.364,23.948 ,2.54
30.38,25.124 ,1.374
30.397,25.897 ,0.149
30.414,27.066 ,-1.089
30.43,27.876 ,-2.349
30.447,28.580 ,-3.655
30.464,29.026 ,-4.96
30.48,29.151 ,-6.262
30.497,29.429 ,-7.525
30.514,29.457 ,-8.767
30.531,29.159 ,-10.012
30.547,28.796 ,-11.278
30.564,28.334 ,-12.48
30.581,27.651 ,-13.747
30.597,26.795 ,-14.961
30.614,25.912 ,-16.149
30.631,24.742 ,-17.178
30.647,23.478 ,-18.191
30.664,22.175 ,-19.082
30.681,20.634 ,-19.971
30.697,19.026 ,-20.704
30.714,17.340 ,-21.407
30.731,15.552 ,-22.059
30.747,13.720 ,-22.604
30.764,11.819 ,-23.108
30.781,9.730 ,-23.488
30.797,7.771 ,-23.784
30.814,5.626 ,-23.965
30.831,3.518 ,-24.062
30.847,1.363 ,-24.036
30.864,-0.791 ,-23.885
30.881,-2.911 ,-23.681
30.898,-5.201 ,-23.328
30.914,-7.097 ,-22.923
30.931,-9.164 ,-22.494
30.948,-11.156 ,-21.839
30.964,-12.967 ,-21.142
30.981,-14.788 ,-20.373
30.998,-16.537 ,-19.412
31.014,-18.141 ,-18.542
31.031,-19.612 ,-17.45
31.048,-20.937 ,-16.323
31.064,-22.226 ,-15.151
31.081,-23.342 ,-13.913
31.098,-24.305 ,-12.648
31.114,-24.960 ,-11.373
31.131,-25.586 ,-10.052
31.148,-26.075 ,-8.692
31.164,-26.433 ,-7.291
31.181,-26.640 ,-5.918
31.198,-26.674 ,-4.603
31.215,-26.504 ,-3.256
31.231,-26.292 ,-1.965
31.248,-25.844 ,-0.714
31.265,-25.175 ,0.515
31.281,-24.406 ,1.668
31.298,-23.486 ,2.817
31.315,-22.407 ,3.891
31.331,-21.153 ,4.973
31.348,-19.729 ,6.005
31.365,-18.296 ,6.843
31.381,-16.642 ,7.704
31.398,-14.985 ,8.414
31.415,-13.151 ,9.044
31.431,-11.402 ,9.561
31.448,-9.431 ,9.961
31.465,-7.469 ,10.3
31.481,-5.462 ,10.556
31.498,-3.430 ,10.655
31.515,-1.254 ,10.711
31.532,0.896 ,10.629
31.548,3.052 ,10.326
31.565,5.261 ,9.979
31.582,7.330 ,9.56
31.598,9.434 ,8.932
31.615,11.497 ,8.287
31.632,13.486 ,7.584
31.648,15.233 ,6.78
31.665,16.952 ,5.862
31.682,18.518 ,4.936
31.698,19.750 ,3.898
31.715,21.550 ,2.861
31.732,22.457 ,1.731
31.748,23.712 ,0.55
31.765,24.728 ,-0.716
31.782,25.870 ,-1.928
31.798,27.100 ,-3.226
31.815,27.836 ,-4.589
31.832,28.290 ,-5.856
31.848,28.806 ,-7.193
31.865,29.059 ,-8.588
31.882,29.297 ,-9.941
31.899,29.872 ,-11.337
31.915,29.503 ,-12.733
31.932,29.537 ,-13.975
31.949,29.130 ,-15.277
31.965,28.442 ,-16.406
31.982,27.645 ,-17.549
31.999,26.769 ,-18.618
32.015,25.700 ,-19.635
32.032,24.503 ,-20.528
32.049,23.262 ,-21.321
32.065,21.833 ,-22.045
32.082,20.218 ,-22.7
32.099,18.614 ,-23.171
32.115,16.766 ,-23.567
32.132,14.926 ,-23.937
32.149,12.869 ,-24.269
32.165,10.932 ,-24.436
32.182,8.934 ,-24.442
32.199,6.713 ,-24.352
32.216,4.260 ,-24.223
32.232,2.160 ,-23.942
32.249,-0.003 ,-23.604
32.266,-2.362 ,-23.178
32.282,-4.664 ,-22.574
32.299,-6.640 ,-21.946
32.316,-8.679 ,-21.263
32.332,-10.809 ,-20.429
32.349,-12.723 ,-19.587
32.366,-14.723 ,-18.638
32.382,-16.476 ,-17.582
32.399,-18.370 ,-16.534
32.416,-19.821 ,-15.437
32.432,-21.292 ,-14.187
32.449,-22.646 ,-12.964
32.466,-23.823 ,-11.636
32.482,-24.911 ,-10.344
32.499,-25.794 ,-9.042
32.516,-26.602 ,-7.667
32.533,-27.184 ,-6.38
32.549,-27.672 ,-5.107
32.566,-28.041 ,-3.796
32.583,-28.255 ,-2.535
32.599,-28.257 ,-1.281
32.616,-28.197 ,-0.071
32.633,-27.869 ,1.064
32.649,-27.485 ,2.143
32.666,-26.979 ,3.211
32.683,-26.267 ,4.209
32.699,-25.329 ,5.13
32.716,-24.266 ,6.016
32.733,-23.029 ,6.779
32.749,-21.641 ,7.461
32.766,-20.098 ,8.029
32.783,-18.379 ,8.504
32.799,-16.641 ,8.761
32.816,-14.765 ,9.006
32.833,-12.862 ,9.051
32.849,-10.897 ,9.049
32.866,-8.830 ,8.924
32.883,-6.673 ,8.656
32.9,-4.527 ,8.339
32.916,-2.349 ,7.974
32.933,-0.086 ,7.579
32.95,2.212 ,7.03
32.966,4.572 ,6.508
32.983,6.803 ,5.876
33,9.126 ,5.231
33.016,11.303 ,4.452
33.033,13.515 ,3.661
33.05,15.393 ,2.691
33.066,17.173 ,1.759
33.083,18.865 ,0.869
33.1,20.483 ,-0.101
33.116,22.051 ,-1.048
33.133,23.494 ,-2.018
33.15,24.688 ,-3.043
33.166,25.593 ,-4.067
33.183,26.700 ,-5.142
33.2,27.504 ,-6.206
33.217,28.469 ,-7.22
33.233,28.745 ,-8.205
33.25,29.205 ,-9.222
33.267,29.638 ,-10.214
33.283,29.851 ,-11.153
33.3,29.849 ,-12.144
33.317,29.860 ,-12.998
33.333,29.637 ,-13.997
33.35,29.072 ,-14.944
33.367,28.402 ,-15.84
33.383,27.562 ,-16.698
33.4,26.616 ,-17.524
33.417,25.436 ,-18.327
33.433,24.174 ,-19.024
33.45,22.845 ,-19.737
33.467,21.380 ,-20.351
33.483,19.705 ,-20.807
33.5,17.940 ,-21.189
33.517,15.881 ,-21.562
33.534,13.911 ,-21.858
33.55,11.818 ,-22.115
33.567,9.921 ,-22.186
33.584,7.724 ,-22.212
33.6,5.487 ,-22.205
33.617,3.775 ,-22.142
33.634,1.326 ,-21.936
33.65,-0.895 ,-21.738
33.667,-3.284 ,-21.434
33.684,-5.504 ,-21.122
33.7,-7.356 ,-20.62
33.717,-9.527 ,-20.195
33.734,-11.782 ,-19.641
33.75,-13.662 ,-18.988
33.767,-15.455 ,-18.317
33.784,-17.048 ,-17.58
33.8,-18.899 ,-16.851
33.817,-20.440 ,-15.854
33.834,-21.890 ,-15.039
33.85,-23.154 ,-14.041
33.867,-24.403 ,-13.006
33.884,-25.377 ,-11.933
33.901,-26.227 ,-10.863
33.917,-26.915 ,-9.809
33.934,-27.514 ,-8.731
33.951,-27.983 ,-7.651
33.967,-28.329 ,-6.582
33.984,-28.623 ,-5.535
34.001,-28.610 ,-4.478
34.017,-28.432 ,-3.427
34.034,-28.026 ,-2.584
34.051,-27.642 ,-1.591
34.067,-26.936 ,-0.652
34.084,-26.110 ,0.115
34.101,-25.252 ,0.847
34.117,-24.146 ,1.565
34.134,-22.880 ,2.248
34.151,-21.471 ,2.763
34.167,-19.872 ,3.345
34.184,-18.201 ,3.786
34.201,-16.378 ,4.119
34.218,-14.458 ,4.408
34.234,-12.522 ,4.53
34.251,-10.485 ,4.653
34.268,-8.295 ,4.644
34.284,-6.125 ,4.445
34.301,-3.886 ,4.15
34.318,-1.709 ,3.772
34.334,0.548 ,3.381
34.351,2.813 ,2.724
34.368,5.037 ,2.114
34.384,7.206 ,1.336
34.401,9.461 ,0.584
34.418,11.521 ,-0.218
34.434,13.571 ,-1.182
34.451,15.415 ,-2.246
34.468,17.074 ,-3.185
34.484,18.549 ,-4.24
34.501,20.185 ,-5.345
34.518,21.640 ,-6.431
34.535,23.024 ,-7.594
34.551,24.004 ,-8.715
34.568,24.932 ,-9.839
34.585,25.963 ,-10.918
34.601,26.793 ,-11.992
34.618,27.469 ,-13.016
34.635,27.900 ,-14.047
34.651,28.278 ,-15.025
34.668,28.608 ,-15.998
34.685,28.665 ,-16.895
34.701,28.638 ,-17.772
34.718,28.467 ,-18.593
34.735,28.244 ,-19.383
34.751,27.511 ,-20.092
34.768,26.741 ,-20.762
34.785,25.912 ,-21.393
34.801,24.798 ,-21.938
34.818,23.734 ,-22.279
34.835,22.440 ,-22.607
34.851,21.072 ,-22.833
34.868,19.491 ,-22.848
34.885,17.806 ,-22.891
34.902,16.081 ,-22.862
34.918,14.277 ,-22.658
34.935,12.329 ,-22.516
34.952,10.357 ,-22.158
34.968,8.449 ,-21.829
34.985,6.372 ,-21.439
35.002,4.204 ,-20.814
35.018,1.935 ,-20.29
35.035,-0.157 ,-19.694
35.052,-2.377 ,-19.003
35.068,-4.380 ,-18.28
35.085,-6.625 ,-17.542
35.102,-8.675 ,-16.595
35.118,-10.767 ,-15.806
35.135,-12.518 ,-14.829
35.152,-14.472 ,-14.012
35.168,-16.396 ,-12.969
35.185,-18.049 ,-11.954
35.202,-19.818 ,-10.995
35.219,-21.384 ,-9.934
35.235,-22.873 ,-8.979
35.252,-24.099 ,-7.978
35.269,-25.324 ,-6.954
35.285,-26.382 ,-6.006
35.302,-27.244 ,-5.093
35.319,-28.010 ,-4.117
35.335,-28.660 ,-3.295
35.352,-29.060 ,-2.367
35.369,-29.295 ,-1.585
35.385,-29.422 ,-0.867
35.402,-29.454 ,-0.143
35.419,-29.288 ,0.54
35.435,-28.981 ,1.09
35.452,-28.519 ,1.577
35.469,-27.830 ,1.989
35.485,-27.017 ,2.353
35.502,-25.957 ,2.63
35.519,-24.784 ,2.714
35.536,-23.566 ,2.877
35.552,-22.183 ,2.817
35.569,-20.755 ,2.682
35.586,-19.145 ,2.521
35.602,-17.354 ,2.324
35.619,-15.519 ,2.175
35.636,-13.647 ,1.953
35.652,-11.697 ,1.708
35.669,-9.722 ,1.333
35.686,-7.577 ,0.912
35.702,-5.332 ,0.511
35.719,-3.145 ,-0.145
35.736,-0.910 ,-0.755
35.752,1.235 ,-1.404
35.769,3.477 ,-2.138
35.786,5.725 ,-2.978
35.802,7.898 ,-3.795
35.819,9.948 ,-4.694
35.836,11.931 ,-5.565
35.852,13.914 ,-6.462
35.869,15.748 ,-7.27
35.886,17.379 ,-8.201
35.903,18.931 ,-9.137
35.919,20.447 ,-10.113
35.936,21.807 ,-11.14
35.953,23.125 ,-12.113
35.969,24.159 ,-13.063
35.986,25.272 ,-14.087
36.003,26.132 ,-15.071
36.019,26.905 ,-15.991
36.036,27.478 ,-17.005
36.053,27.887 ,-17.889
36.069,28.235 ,-18.684
36.086,28.438 ,-19.454
36.103,28.458 ,-20.157
36.119,28.268 ,-20.83
36.136,27.969 ,-21.44
36.153,27.484 ,-22.036
36.169,26.862 ,-22.573
36.186,26.082 ,-22.975
36.203,25.117 ,-23.448
36.22,24.030 ,-23.745
36.236,22.812 ,-24.021
36.253,21.486 ,-24.191
36.27,19.950 ,-24.324
36.286,18.392 ,-24.31
36.303,16.784 ,-24.205
36.32,15.054 ,-24.029
36.336,13.151 ,-23.694
36.353,11.182 ,-23.398
36.37,9.175 ,-23.08
36.386,7.381 ,-22.534
36.403,5.207 ,-22.022
36.42,2.994 ,-21.495
36.436,0.911 ,-20.872
36.453,-1.354 ,-20.229
36.47,-3.501 ,-19.547
36.486,-5.663 ,-18.88
36.503,-7.819 ,-18.158
36.52,-9.944 ,-17.35
36.537,-12.044 ,-16.53
36.553,-13.999 ,-15.644
36.57,-15.698 ,-14.779
36.587,-17.751 ,-13.843
36.603,-19.474 ,-12.818
36.62,-20.937 ,-11.923
36.637,-22.526 ,-10.99
36.653,-23.952 ,-10.063
36.67,-25.362 ,-9.187
36.687,-26.429 ,-8.334
36.703,-27.470 ,-7.493
36.72,-28.304 ,-6.663
36.737,-29.020 ,-5.935
36.753,-29.586 ,-5.117
36.77,-29.965 ,-4.376
36.787,-30.246 ,-3.723
36.803,-30.299 ,-3.047
36.82,-30.220 ,-2.45
36.837,-29.938 ,-1.954
36.853,-29.558 ,-1.584
36.87,-28.956 ,-1.238
36.887,-28.175 ,-0.968
36.904,-27.207 ,-0.876
36.92,-26.088 ,-0.85
36.937,-24.867 ,-0.856
36.954,-23.420 ,-0.873
36.97,-21.886 ,-0.926
36.987,-20.208 ,-0.956
37.004,-18.349 ,-1.081
37.02,-16.591 ,-1.211
37.037,-14.623 ,-1.301
37.054,-12.665 ,-1.574
37.07,-10.548 ,-1.846
37.087,-8.473 ,-2.113
37.104,-6.242 ,-2.397
37.12,-3.928 ,-2.801
37.137,-1.559 ,-3.15
37.154,0.765 ,-3.531
37.17,3.042 ,-3.903
37.187,5.327 ,-4.33
37.204,7.694 ,-4.795
37.221,9.947 ,-5.308
37.237,12.059 ,-5.896
37.254,14.239 ,-6.536
37.271,16.170 ,-7.112
37.287,17.887 ,-7.792
37.304,19.560 ,-8.498
37.321,21.234 ,-9.219
37.337,22.592 ,-9.962
37.354,23.943 ,-10.744
37.371,25.011 ,-11.658
37.387,26.297 ,-12.429
37.404,27.109 ,-13.166
37.421,27.858 ,-13.937
37.437,28.541 ,-14.692
37.454,28.985 ,-15.494
37.471,29.312 ,-16.193
37.487,29.413 ,-16.885
37.504,29.420 ,-17.565
37.521,29.363 ,-18.081
37.538,28.970 ,-18.68
37.554,28.242 ,-19.197
37.571,27.783 ,-19.677
37.588,26.708 ,-20.066
37.604,25.798 ,-20.403
37.621,24.656 ,-20.756
37.638,23.456 ,-20.925
37.654,22.053 ,-21.199
37.671,20.493 ,-21.449
37.688,18.871 ,-21.595
37.704,17.022 ,-21.802
37.721,15.061 ,-21.891
37.738,13.144 ,-21.856
37.754,11.170 ,-21.863
37.771,9.175 ,-21.875
37.788,7.116 ,-21.84
37.804,4.987 ,-21.748
37.821,2.870 ,-21.502
37.838,0.463 ,-21.291
37.854,-1.758 ,-21.018
37.871,-3.963 ,-20.624
37.888,-6.142 ,-20.251
37.905,-8.278 ,-19.863
37.921,-10.307 ,-19.519
37.938,-12.473 ,-19.046
37.955,-14.370 ,-18.509
37.971,-16.291 ,-18.042
37.988,-18.249 ,-17.463
38.005,-20.019 ,-16.794
38.021,-21.770 ,-16.079
38.038,-23.273 ,-15.36
38.055,-24.533 ,-14.62
38.071,-25.958 ,-13.887
38.088,-26.970 ,-13.21
38.105,-27.994 ,-12.476
38.121,-28.841 ,-11.753
38.138,-29.405 ,-11.051
38.155,-29.953 ,-10.358
38.171,-30.265 ,-9.786
38.188,-30.498 ,-9.227
38.205,-30.495 ,-8.721
38.222,-30.287 ,-8.204
38.238,-29.946 ,-7.744
38.255,-29.412 ,-7.192
38.272,-28.799 ,-6.726
38.288,-27.934 ,-6.243
38.305,-26.902 ,-5.821
38.322,-25.727 ,-5.388
38.338,-24.445 ,-5.004
38.355,-23.072 ,-4.689
38.372,-21.498 ,-4.478
38.388,-19.856 ,-4.307
38.405,-18.046 ,-4.139
38.422,-16.116 ,-4.13
38.438,-14.203 ,-4.241
38.455,-12.113 ,-4.377
38.472,-9.958 ,-4.693
38.488,-7.759 ,-4.984
38.505,-5.471 ,-5.354
38.522,-3.166 ,-5.852
38.539,-0.872 ,-6.345
38.555,1.501 ,-6.841
38.572,3.959 ,-7.461
38.589,6.149 ,-8.07
38.605,8.483 ,-8.652
38.622,10.640 ,-9.303
38.639,12.672 ,-9.942
38.655,14.773 ,-10.658
38.672,16.677 ,-11.38
38.689,18.324 ,-12.158
38.705,20.001 ,-12.975
38.722,21.454 ,-13.753
38.739,22.783 ,-14.58
38.755,23.962 ,-15.359
38.772,25.204 ,-16.195
38.789,26.327 ,-16.918
38.805,27.079 ,-17.623
38.822,27.837 ,-18.346
38.839,28.278 ,-19.03
38.855,28.662 ,-19.704
38.872,29.049 ,-20.262
38.889,29.386 ,-20.813
38.906,29.282 ,-21.251
38.922,29.040 ,-21.811
38.939,28.958 ,-22.195
38.956,28.230 ,-22.517
38.972,27.606 ,-22.829
38.989,26.708 ,-22.906
39.006,25.829 ,-22.935
39.022,24.729 ,-22.94
39.039,23.559 ,-22.893
39.056,22.053 ,-22.702
39.072,20.503 ,-22.565
39.089,18.940 ,-22.293
39.106,17.264 ,-21.938
39.122,15.362 ,-21.537
39.139,13.523 ,-21.149
39.156,11.559 ,-20.672
39.172,9.590 ,-20.097
39.189,7.392 ,-19.54
39.206,5.368 ,-18.953
39.223,3.451 ,-18.276
39.239,1.163 ,-17.555
39.256,-1.111 ,-16.842
39.273,-3.095 ,-16.127
39.289,-5.285 ,-15.351
39.306,-7.316 ,-14.445
39.323,-9.538 ,-13.697
39.339,-11.525 ,-12.887
39.356,-13.357 ,-12.031
39.373,-15.265 ,-11.178
39.389,-17.042 ,-10.356
39.406,-18.739 ,-9.427
39.423,-20.090 ,-8.573
39.439,-21.615 ,-7.81
39.456,-22.944 ,-7.067
39.473,-24.197 ,-6.366
39.489,-25.237 ,-5.734
39.506,-26.199 ,-5.296
39.523,-26.998 ,-4.902
39.54,-27.593 ,-4.545
39.556,-27.986 ,-4.251
39.573,-28.197 ,-4.139
39.59,-28.364 ,-3.97
39.606,-28.279 ,-4.022
39.623,-28.124 ,-4.28
39.64,-27.726 ,-4.38
39.656,-27.252 ,-4.666
39.673,-26.505 ,-4.99
39.69,-25.713 ,-5.376
39.706,-24.598 ,-5.883
39.723,-23.626 ,-6.401
39.74,-22.364 ,-6.956
39.756,-20.977 ,-7.557
39.773,-19.524 ,-8.297
39.79,-17.925 ,-9.001
39.806,-16.125 ,-9.728
39.823,-14.359 ,-10.478
39.84,-12.471 ,-11.216
39.856,-10.548 ,-11.992
39.873,-8.519 ,-12.764
39.89,-6.358 ,-13.593
39.907,-4.212 ,-14.378
39.923,-1.984 ,-15.107
39.94,0.153 ,-15.828
39.957,2.355 ,-16.609
39.973,4.666 ,-17.406
39.99,6.750 ,-18.189
40.007,8.929 ,-18.916
40.023,10.950 ,-19.58
40.04,12.941 ,-20.264
40.057,14.673 ,-20.948
40.073,16.474 ,-21.606
40.09,18.132 ,-22.079
40.107,19.697 ,-22.644
40.123,21.222 ,-23.111
40.14,22.584 ,-23.529
40.157,23.760 ,-23.92
40.173,24.975 ,-24.302
40.19,26.264 ,-24.64
40.207,27.057 ,-24.9
40.224,27.817 ,-25.067
40.24,28.339 ,-25.096
40.257,29.016 ,-25.062
40.274,29.200 ,-24.993
40.29,29.492 ,-24.853
40.307,29.605 ,-24.743
40.324,29.532 ,-24.638
40.34,29.105 ,-24.351
40.357,28.487 ,-24.007
40.374,27.947 ,-23.658
40.39,27.164 ,-23.306
40.407,26.264 ,-22.922
40.424,25.195 ,-22.555
40.44,23.862 ,-21.927
40.457,22.595 ,-21.397
40.474,20.966 ,-20.763
40.49,19.372 ,-20.091
40.507,17.605 ,-19.391
40.524,15.653 ,-18.695
40.541,13.704 ,-17.941
40.557,11.611 ,-17.196
40.574,9.635 ,-16.487
40.591,7.563 ,-15.696
40.607,5.450 ,-14.768
40.624,3.235 ,-14.003
40.641,1.207 ,-13.166
40.657,-1.052 ,-12.291
40.674,-3.343 ,-11.472
40.691,-5.240 ,-10.656
40.707,-7.571 ,-9.857
40.724,-9.778 ,-9.092
40.741,-11.994 ,-8.363
40.757,-13.945 ,-7.661
40.774,-15.631 ,-6.984
40.791,-17.488 ,-6.321
40.807,-19.313 ,-5.814
40.824,-20.650 ,-5.356
40.841,-22.203 ,-4.984
40.857,-23.630 ,-4.679
40.874,-24.807 ,-4.399
40.891,-25.826 ,-4.227
40.908,-26.821 ,-4.057
40.924,-27.646 ,-3.957
40.941,-28.253 ,-3.936
40.958,-28.733 ,-3.989
40.974,-29.037 ,-4.227
40.991,-29.212 ,-4.587
41.008,-29.061 ,-5.12
41.024,-28.936 ,-5.908
41.041,-28.640 ,-6.74
41.058,-28.226 ,-7.621
41.074,-27.615 ,-8.582
41.091,-26.906 ,-9.571
41.108,-26.035 ,-10.641
41.124,-24.954 ,-11.697
41.141,-23.753 ,-12.75
41.158,-22.439 ,-13.862
41.174,-20.956 ,-14.956
41.191,-19.391 ,-16.023
41.208,-17.675 ,-17.096
41.225,-15.870 ,-18.248
41.241,-13.937 ,-19.455
41.258,-11.900 ,-20.506
41.275,-9.832 ,-21.552
41.291,-7.638 ,-22.605
41.308,-5.427 ,-23.653
41.325,-3.235 ,-24.654
41.341,-0.915 ,-25.616
41.358,1.361 ,-26.483
41.375,3.716 ,-27.278
41.391,5.968 ,-28.05
41.408,8.260 ,-28.762
41.425,10.433 ,-29.357
41.441,12.493 ,-29.877
41.458,14.532 ,-30.292
41.475,16.440 ,-30.546
41.491,18.177 ,-30.862
41.508,19.852 ,-30.943
41.525,21.568 ,-30.905
41.542,22.852 ,-30.8
41.558,24.293 ,-30.555
41.575,25.585 ,-30.357
41.592,26.709 ,-30.071
41.608,27.442 ,-29.698
41.625,28.245 ,-29.238
41.642,29.500 ,-28.727
41.658,29.848 ,-28.107
41.675,30.272 ,-27.449
41.692,30.462 ,-26.709
41.708,30.567 ,-25.905
41.725,30.423 ,-25.154
41.742,29.953 ,-24.341
41.758,29.465 ,-23.506
41.775,28.777 ,-22.608
41.792,27.941 ,-21.689
41.808,26.870 ,-20.741
41.825,25.739 ,-19.743
41.842,24.454 ,-18.677
41.858,23.023 ,-17.579
41.875,21.463 ,-16.45
41.892,19.760 ,-15.243
41.909,17.828 ,-14.021
41.925,15.964 ,-12.742
41.942,14.023 ,-11.446
41.959,11.991 ,-10.211
41.975,9.846 ,-9.031
41.992,7.824 ,-7.873
42.009,5.638 ,-6.797
42.025,3.350 ,-5.755
42.042,1.159 ,-4.934
42.059,-1.168 ,-4.212
42.075,-3.514 ,-3.577
42.092,-5.458 ,-3
42.109,-7.809 ,-2.516
42.125,-9.790 ,-2.107
42.142,-11.630 ,-1.739
42.159,-14.040 ,-1.422
42.175,-15.976 ,-1.119
42.192,-17.891 ,-0.97
42.209,-19.496 ,-0.777
42.226,-21.293 ,-0.797
42.242,-22.583 ,-0.936
42.259,-23.904 ,-1.097
42.276,-25.320 ,-1.386
42.292,-26.337 ,-1.758
42.309,-27.172 ,-2.255
42.326,-28.015 ,-2.972
42.342,-28.618 ,-3.77
42.359,-29.085 ,-4.629
42.376,-29.474 ,-5.577
42.392,-29.619 ,-6.596
42.409,-29.563 ,-7.647
42.426,-29.290 ,-8.752
42.442,-28.996 ,-9.923
42.459,-28.515 ,-11.156
42.476,-27.881 ,-12.315
42.492,-27.026 ,-13.488
42.509,-26.063 ,-14.649
42.526,-25.089 ,-15.86
42.543,-23.894 ,-17.14
42.559,-22.583 ,-18.358
42.576,-21.043 ,-19.681
42.593,-19.463 ,-20.851
42.609,-17.796 ,-22.198
42.626,-15.977 ,-23.338
42.643,-14.126 ,-24.478
42.659,-12.043 ,-25.668
42.676,-10.005 ,-26.715
42.693,-7.813 ,-27.725
42.709,-5.593 ,-28.631
42.726,-3.364 ,-29.506
42.743,-1.056 ,-30.229
42.759,1.253 ,-30.923
42.776,3.592 ,-31.562
42.793,5.804 ,-32.07
42.809,7.962 ,-32.618
42.826,10.107 ,-32.989
42.843,12.321 ,-33.219
42.859,14.298 ,-33.388
42.876,16.037 ,-33.407
42.893,17.743 ,-33.355
42.91,19.357 ,-33.101
42.926,20.915 ,-32.713
42.943,22.441 ,-32.142
42.96,23.546 ,-31.417
42.976,24.789 ,-30.65
42.993,25.932 ,-29.77
43.01,26.997 ,-28.697
43.026,27.502 ,-27.572
43.043,28.175 ,-26.365
43.06,28.583 ,-24.914
43.076,29.388 ,-23.446
43.093,29.004 ,-21.92
43.11,29.406 ,-20.263
43.126,29.207 ,-18.545
43.143,29.079 ,-16.755
43.16,28.657 ,-15.014
43.176,27.887 ,-13.12
43.193,27.054 ,-11.302
43.21,26.132 ,-9.317
43.227,24.908 ,-7.405
43.243,23.679 ,-5.595
43.26,22.322 ,-3.628
43.277,20.797 ,-1.802
43.293,19.164 ,0.007
43.31,17.328 ,1.768
43.327,15.547 ,3.543
43.343,13.615 ,5.118
43.36,11.734 ,6.736
43.377,9.688 ,8.188
43.393,7.710 ,9.622
43.41,5.378 ,10.998
43.427,3.162 ,12.231
43.443,1.154 ,13.441
43.46,-0.972 ,14.461
43.477,-3.282 ,15.344
43.493,-5.245 ,16.126
43.51,-7.389 ,16.83
